Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
Credit,7,5,361.83,7288.14,Delivered,1,10,Garden & Tools,Rosario,Argentina,Charles,1469,Smith,Home Office,Rosario State,254 Cedar St,99674,100,Hardware,-38.4403,4.8065,LATAM,Bogotá,Colombia,1469,173.83,0.05,347.66,0.1096,10,3302.77,3302.77,361.83,South America,Bogotá Province,Closed,Lawn Mower Electric,347.66,Standard Class
Transfer,1,2,144.79,770.92,Delivered,0,9,Toys & Games,Toronto,Canada,Linda,1378,Wilson,Corporate,Toronto State,157 Cedar St,89777,90,Toys,28.5057,-33.4152,USCA,Houston,United States,1378,0.0,0.0,54.23,0.2967,9,488.07,488.07,144.79,North America,Houston Province,Complete,LEGO City Set,54.23,First Class
Transfer,4,2,-3.95,843.88,Delivered,1,8,Books,Sydney,Australia,Matthew,1352,Scott,Corporate,Sydney State,980 Cedar St,83873,80,Media,-41.5267,152.4453,Pacific Asia,Daegu,South Korea,1352,16.73,0.1,23.9,-0.0262,7,150.57,150.57,-3.95,East Asia,Daegu Province,Pending,Leadership 101,23.9,First Class
Debit,4,5,-0.42,805.17,Delivered,0,4,Sporting Goods,Cartagena,Colombia,Jessica,1144,Young,Corporate,Cartagena State,736 Elm St,47947,40,Sports,-45.0275,-162.9088,LATAM,La Serena,Chile,1144,25.19,0.15,55.97,-0.0029,3,142.72,142.72,-0.42,South America,La Serena Province,Complete,Bicycle Helmet,55.97,Standard Class
Debit,2,3,9.63,608.84,Processing,0,5,Home & Kitchen,Cologne,Germany,Matthew,1452,Anderson,Consumer,Cologne State,99 Main St,17113,50,Home,-36.861,-84.3513,Europe,Naples,Italy,1452,9.8,0.1,97.96,0.1093,1,88.16,88.16,9.63,Southern Europe,Naples Province,Complete,Air Fryer,97.96,Second Class
Debit,7,3,114.96,5417.81,Delivered,1,1,Furniture,Daegu,South Korea,Sandra,1786,Torres,Consumer,Daegu State,276 Oak St,87728,10,Office Supplies,47.4799,101.8397,Pacific Asia,Delhi,India,1786,90.67,0.1,151.12,0.1409,6,816.05,816.05,114.96,Oceania,Delhi Province,Complete,Filing Cabinet,151.12,Second Class
Debit,4,2,-83.87,1142.27,On Hold,1,2,Technology,Tijuana,Mexico,Sandra,1742,Scott,Corporate,Tijuana State,385 Cedar St,34264,20,Electronics,-2.8434,155.6342,LATAM,La Serena,Chile,1742,103.84,0.25,46.15,-0.2692,9,311.51,311.51,-83.87,Central America,La Serena Province,Complete,Wireless Mouse,46.15,First Class
Credit,2,3,-93.5,7106.59,Delivered,0,2,Technology,Phoenix,United States,Anthony,1332,Hill,Consumer,Phoenix State,164 Main St,63744,20,Electronics,-56.8917,14.1254,USCA,Toronto,Canada,1332,111.8,0.25,74.53,-0.2788,6,335.38,335.38,-93.5,North America,Toronto Province,On Hold,USB-C Hub,74.53,Second Class
Transfer,4,3,371.32,1567.58,On Hold,1,5,Home & Kitchen,Johannesburg,South Africa,Betty,1512,Wilson,Consumer,Johannesburg State,578 Elm St,59923,50,Home,-34.5118,102.0127,Africa,Alexandria,Egypt,1512,0.0,0.0,147.81,0.2791,9,1330.29,1330.29,371.32,East Africa,Alexandria Province,Complete,Instant Pot,147.81,Second Class
Transfer,4,3,-26.11,2609.02,Delivered,0,6,Health & Beauty,Kisumu,Kenya,Sandra,1070,Davis,Consumer,Kisumu State,295 Elm St,41963,60,Health,37.5619,23.7489,Africa,Port Harcourt,Nigeria,1070,80.58,0.3,38.37,-0.1389,7,188.01,188.01,-26.11,West Africa,Port Harcourt Province,Complete,Protein Powder 2lb,38.37,Second Class
Debit,5,3,107.27,7043.19,Delivered,1,7,Automotive,Ibadan,Nigeria,Linda,1635,Taylor,Corporate,Ibadan State,81 Cedar St,24253,70,Auto Parts,29.1161,32.7778,Africa,Takoradi,Ghana,1635,24.56,0.05,81.87,0.2299,6,466.66,466.66,107.27,South Africa,Takoradi Province,Complete,Dash Cam HD,81.87,Second Class
Debit,1,1,190.15,1805.38,Delivered,0,5,Home & Kitchen,Nagoya,Japan,Karen,1660,Smith,Home Office,Nagoya State,18 Main St,11567,50,Home,-6.5377,8.5898,Pacific Asia,Bangalore,India,1660,0.0,0.0,75.68,0.2792,9,681.12,681.12,190.15,East Asia,Bangalore Province,Complete,Blender Pro,75.68,Same Day
Debit,9,5,-22.77,1179.38,Delivered,1,4,Sporting Goods,Osaka,Japan,William,1623,Brown,Consumer,Osaka State,991 Cedar St,83351,40,Sports,6.8279,-99.7637,Pacific Asia,Beijing,China,1623,86.54,0.2,144.24,-0.0658,3,346.18,346.18,-22.77,East Asia,Beijing Province,Complete,Dumbbells Set,144.24,Standard Class
Transfer,4,2,280.2,2564.19,Delivered,1,10,Garden & Tools,La Serena,Chile,William,1210,King,Home Office,La Serena State,601 Oak St,16731,100,Hardware,15.858,-112.0259,LATAM,Tijuana,Mexico,1210,0.0,0.0,152.49,0.2625,7,1067.43,1067.43,280.2,South America,Tijuana Province,Complete,Tool Set 128pc,152.49,First Class
Debit,1,2,-20.73,5932.44,Shipped,0,8,Books,Nagoya,Japan,Nancy,1279,Jones,Home Office,Nagoya State,443 Elm St,19694,80,Media,-1.6213,33.2975,Pacific Asia,Daejeon,South Korea,1279,30.12,0.3,50.2,-0.2949,2,70.28,70.28,-20.73,Oceania,Daejeon Province,Pending,Data Science Handbook,50.2,First Class
Transfer,2,3,36.5,2409.16,Delivered,0,8,Books,Mumbai,India,Ashley,1781,Flores,Consumer,Mumbai State,314 Oak St,31001,80,Media,59.0658,44.6599,Pacific Asia,Incheon,South Korea,1781,0.0,0.0,34.84,0.2095,5,174.2,174.2,36.5,South Asia,Incheon Province,Complete,Python Programming,34.84,Second Class
Credit,6,3,-321.44,3110.53,Shipped,1,10,Garden & Tools,Liverpool,United Kingdom,Susan,1074,Martin,Home Office,Liverpool State,553 Pine St,65771,100,Hardware,69.5621,17.1321,Europe,Turin,Italy,1074,411.8,0.3,343.17,-0.3345,4,960.88,960.88,-321.44,Northern Europe,Turin Province,Complete,Lawn Mower Electric,343.17,Second Class
Transfer,7,3,61.66,5570.22,Delivered,1,5,Home & Kitchen,Pretoria,South Africa,Daniel,1073,Scott,Corporate,Pretoria State,468 Main St,22196,50,Home,-21.7494,-32.5036,Africa,Takoradi,Ghana,1073,0.0,0.0,129.28,0.2385,2,258.56,258.56,61.66,South Africa,Takoradi Province,Complete,Instant Pot,129.28,Second Class
Debit,3,2,66.32,7565.27,Delivered,0,1,Furniture,Delhi,India,Matthew,1435,King,Consumer,Delhi State,525 Cedar St,93476,10,Office Supplies,-18.0904,-130.7622,Pacific Asia,Chennai,India,1435,137.87,0.1,172.34,0.0535,8,1240.85,1240.85,66.32,South Asia,Chennai Province,Complete,Filing Cabinet,172.34,First Class
Debit,5,5,11.95,7032.85,Shipped,0,5,Home & Kitchen,Glasgow,United Kingdom,Mark,1617,Taylor,Consumer,Glasgow State,547 Pine St,32939,50,Home,-45.4099,96.881,Europe,Frankfurt,Germany,1617,5.17,0.05,103.41,0.1217,1,98.24,98.24,11.95,Western Europe,Frankfurt Province,On Hold,Air Fryer,103.41,Standard Class
Debit,2,1,-75.32,2298.37,Delivered,0,7,Automotive,Tokyo,Japan,James,1709,Green,Consumer,Tokyo State,864 Cedar St,94498,70,Auto Parts,-16.3359,26.7596,Pacific Asia,Brisbane,Australia,1709,168.28,0.25,67.31,-0.1492,10,504.83,504.83,-75.32,East Asia,Brisbane Province,Complete,Jump Starter Kit,67.31,Same Day
Debit,2,1,-14.42,1653.92,Delivered,0,7,Automotive,Nagoya,Japan,Susan,1007,Miller,Home Office,Nagoya State,283 Main St,89840,70,Auto Parts,22.5472,11.6076,Pacific Asia,Osaka,Japan,1007,23.74,0.3,79.13,-0.2603,1,55.39,55.39,-14.42,South Asia,Osaka Province,Complete,Jump Starter Kit,79.13,Same Day
Transfer,4,3,138.41,5089.33,Delivered,1,4,Sporting Goods,Cali,Colombia,Matthew,1187,Williams,Home Office,Cali State,565 Pine St,49315,40,Sports,50.6771,72.0151,LATAM,Barranquilla,Colombia,1187,0.0,0.0,56.41,0.3067,8,451.28,451.28,138.41,Central America,Barranquilla Province,Complete,Bicycle Helmet,56.41,Second Class
Debit,4,2,-18.05,2275.43,Shipped,1,2,Technology,Adelaide,Australia,Maria,1082,Allen,Home Office,Adelaide State,111 Oak St,91987,20,Electronics,-32.5667,54.5456,Pacific Asia,Shanghai,China,1082,23.84,0.25,47.69,-0.2523,2,71.53,71.53,-18.05,East Asia,Shanghai Province,Pending,Wireless Mouse,47.69,First Class
Credit,2,2,165.26,5518.51,Delivered,0,10,Garden & Tools,Chicago,United States,Betty,1100,Martin,Home Office,Chicago State,945 Elm St,60604,100,Hardware,68.4938,99.4138,USCA,Montreal,Canada,1100,0.0,0.0,94.32,0.2503,7,660.24,660.24,165.26,North America,Montreal Province,On Hold,Cordless Drill,94.32,First Class
Transfer,1,2,-33.93,4894.89,Delivered,0,6,Health & Beauty,Nagoya,Japan,Christopher,1370,Johnson,Consumer,Nagoya State,780 Main St,21233,60,Health,26.8584,104.7813,Pacific Asia,Busan,South Korea,1370,119.95,0.25,47.98,-0.0943,10,359.85,359.85,-33.93,East Asia,Busan Province,Pending,Face Serum,47.98,First Class
Credit,6,3,-188.7,2021.76,Delivered,1,5,Home & Kitchen,Toronto,Canada,Linda,1378,Wilson,Corporate,Toronto State,157 Cedar St,89777,50,Home,28.5057,-33.4152,USCA,Chicago,United States,1378,270.76,0.3,100.28,-0.2987,9,631.76,631.76,-188.7,North America,Chicago Province,Complete,Air Fryer,100.28,Second Class
Debit,3,2,-10.6,1197.32,Delivered,0,7,Automotive,Monterrey,Mexico,Matthew,1084,Taylor,Home Office,Monterrey State,890 Elm St,19329,70,Auto Parts,29.36,144.1298,LATAM,Antofagasta,Chile,1084,23.1,0.3,38.5,-0.1966,2,53.9,53.9,-10.6,South America,Antofagasta Province,Closed,Car Vacuum,38.5,First Class
Credit,5,3,-49.64,7446.23,Delivered,1,5,Home & Kitchen,Seville,Spain,Lisa,1479,Young,Home Office,Seville State,29 Pine St,21239,50,Home,-31.8429,36.2188,Europe,Rome,Italy,1479,72.91,0.3,121.52,-0.2918,2,170.13,170.13,-49.64,Western Europe,Rome Province,Complete,Instant Pot,121.52,Second Class
Transfer,4,1,-21.22,7299.3,Delivered,1,7,Automotive,Ottawa,Canada,John,1226,Williams,Corporate,Ottawa State,695 Main St,34219,70,Auto Parts,67.6191,-7.6656,USCA,Chicago,United States,1226,44.71,0.3,74.51,-0.2035,2,104.31,104.31,-21.22,North America,Chicago Province,On Hold,Jump Starter Kit,74.51,Same Day
Credit,8,5,19.64,1193.86,On Hold,1,7,Automotive,Kumasi,Ghana,Maria,1448,Wright,Corporate,Kumasi State,400 Main St,60577,70,Auto Parts,-26.6432,76.1517,Africa,Port Harcourt,Nigeria,1448,21.49,0.1,42.98,0.1016,5,193.41,193.41,19.64,East Africa,Port Harcourt Province,Complete,Car Vacuum,42.98,Standard Class
Credit,1,1,113.63,1932.7,Delivered,0,7,Automotive,Sapporo,Japan,Jessica,1755,Jones,Corporate,Sapporo State,742 Elm St,73891,70,Auto Parts,39.3214,23.4108,Pacific Asia,Adelaide,Australia,1755,0.0,0.0,35.12,0.3236,10,351.2,351.2,113.63,Oceania,Adelaide Province,Complete,Car Vacuum,35.12,Same Day
Transfer,4,1,29.87,2332.93,Delivered,1,1,Furniture,Toronto,Canada,Maria,1472,King,Corporate,Toronto State,115 Cedar St,93042,10,Office Supplies,47.8541,113.8566,USCA,Montreal,Canada,1472,528.06,0.15,880.1,0.01,4,2992.34,2992.34,29.87,North America,Montreal Province,Complete,Conference Table,880.1,Same Day
Transfer,4,1,-378.11,6882.87,Delivered,1,10,Garden & Tools,Valencia,Spain,Thomas,1647,Thompson,Consumer,Valencia State,545 Cedar St,21592,100,Hardware,-28.1199,44.4254,Europe,Paris,France,1647,579.6,0.3,386.4,-0.2796,5,1352.4,1352.4,-378.11,Western Europe,Paris Province,Complete,Lawn Mower Electric,386.4,Same Day
Credit,2,2,17.36,5868.69,Delivered,0,7,Automotive,Port Elizabeth,South Africa,Barbara,1676,Nelson,Consumer,Port Elizabeth State,47 Oak St,74080,70,Auto Parts,24.9981,-9.7853,Africa,Cairo,Egypt,1676,3.89,0.05,77.84,0.2348,1,73.95,73.95,17.36,South Africa,Cairo Province,Complete,Jump Starter Kit,77.84,First Class
Credit,6,5,-25.8,3646.69,Delivered,0,4,Sporting Goods,Cape Coast,Ghana,John,1404,White,Home Office,Cape Coast State,147 Pine St,74248,40,Sports,-13.2974,-105.9351,Africa,Port Elizabeth,South Africa,1404,275.46,0.2,137.73,-0.0234,10,1101.84,1101.84,-25.8,West Africa,Port Elizabeth Province,Pending,Fitness Tracker,137.73,Standard Class
Credit,4,5,4.78,2973.55,Shipped,0,5,Home & Kitchen,Brisbane,Australia,Barbara,1215,Taylor,Corporate,Brisbane State,731 Oak St,74094,50,Home,-18.7847,-51.4069,Pacific Asia,Tokyo,Japan,1215,9.45,0.1,94.5,0.0562,1,85.05,85.05,4.78,East Asia,Tokyo Province,Complete,Air Fryer,94.5,Standard Class
Transfer,3,3,-13.55,4011.28,Delivered,0,3,Apparel,Brisbane,Australia,Maria,1121,Jackson,Corporate,Brisbane State,204 Main St,69600,30,Fashion,-48.0825,-97.884,Pacific Asia,Beijing,China,1121,203.82,0.2,101.91,-0.0166,10,815.28,815.28,-13.55,South Asia,Beijing Province,Complete,Men's Jacket,101.91,Second Class
Transfer,5,1,108.12,1152.0,Delivered,1,10,Garden & Tools,Calgary,Canada,Richard,1669,Green,Home Office,Calgary State,809 Main St,80795,100,Hardware,-30.6399,-39.2959,USCA,New York,United States,1669,0.0,0.0,48.88,0.2765,8,391.04,391.04,108.12,North America,New York Province,Complete,Garden Hose 50ft,48.88,Same Day
Debit,4,5,-41.32,975.64,Shipped,0,9,Toys & Games,Guadalajara,Mexico,David,1024,Moore,Corporate,Guadalajara State,153 Elm St,34050,90,Toys,-23.7891,-85.0658,LATAM,Rosario,Argentina,1024,70.65,0.3,47.1,-0.2506,5,164.85,164.85,-41.32,South America,Rosario Province,Pending,Board Game Premium,47.1,Standard Class
Credit,2,1,95.77,241.53,Delivered,1,9,Toys & Games,Calgary,Canada,Daniel,1416,Adams,Consumer,Calgary State,125 Oak St,17686,90,Toys,67.604,117.0789,USCA,Phoenix,United States,1416,0.0,0.0,49.64,0.2756,7,347.48,347.48,95.77,North America,Phoenix Province,Complete,Board Game Premium,49.64,Same Day
Transfer,1,2,9.9,3499.8,Delivered,0,6,Health & Beauty,Chicago,United States,Linda,1041,Hill,Home Office,Chicago State,120 Elm St,15075,60,Health,51.6171,-94.3725,USCA,Montreal,Canada,1041,6.15,0.1,20.51,0.1788,3,55.38,55.38,9.9,North America,Montreal Province,Complete,Vitamin C 1000mg,20.51,First Class
Debit,2,1,17.2,2049.38,Delivered,0,1,Furniture,Los Angeles,United States,Donald,1308,King,Corporate,Los Angeles State,172 Pine St,22234,10,Office Supplies,25.0964,-84.8676,USCA,New York,United States,1308,675.59,0.15,500.44,0.0045,9,3828.37,3828.37,17.2,North America,New York Province,On Hold,Standing Desk,500.44,Same Day
Debit,3,3,103.92,5268.2,Delivered,0,3,Apparel,Bangalore,India,Daniel,1221,Johnson,Consumer,Bangalore State,677 Cedar St,40437,30,Fashion,9.5698,75.86,Pacific Asia,Bangalore,India,1221,74.06,0.1,74.06,0.1559,10,666.54,666.54,103.92,South Asia,Bangalore Province,Closed,Casual Sneakers,74.06,Second Class
Debit,5,5,-15.83,1479.54,Delivered,0,7,Automotive,Liverpool,United Kingdom,Betty,1086,Flores,Home Office,Liverpool State,953 Pine St,67560,70,Auto Parts,-43.834,64.1505,Europe,Zaragoza,Spain,1086,41.75,0.25,55.67,-0.1264,3,125.26,125.26,-15.83,Northern Europe,Zaragoza Province,Complete,Tire Inflator,55.67,Standard Class
Debit,5,5,12.54,6268.95,Delivered,0,6,Health & Beauty,Vancouver,Canada,Thomas,1389,Taylor,Home Office,Vancouver State,543 Cedar St,62055,60,Health,15.9833,-167.5018,USCA,Chicago,United States,1389,7.07,0.1,35.35,0.197,2,63.63,63.63,12.54,North America,Chicago Province,Complete,Protein Powder 2lb,35.35,Standard Class
Credit,8,5,91.4,5663.55,On Hold,1,4,Sporting Goods,Eldoret,Kenya,Jessica,1011,Adams,Home Office,Eldoret State,418 Pine St,38746,40,Sports,69.6524,-122.9672,Africa,Port Harcourt,Nigeria,1011,61.48,0.1,87.83,0.1652,7,553.33,553.33,91.4,East Africa,Port Harcourt Province,Pending,Running Shoes,87.83,Standard Class
Transfer,5,1,55.19,5555.94,Shipped,1,9,Toys & Games,Osaka,Japan,William,1623,Brown,Consumer,Osaka State,991 Cedar St,83351,90,Toys,6.8279,-99.7637,Pacific Asia,Nagoya,Japan,1623,0.0,0.0,73.06,0.2518,3,219.18,219.18,55.19,East Asia,Nagoya Province,On Hold,RC Car,73.06,Same Day
Credit,1,2,12.26,7892.72,On Hold,0,3,Apparel,Port Harcourt,Nigeria,Charles,1147,Miller,Corporate,Port Harcourt State,369 Oak St,40968,30,Fashion,-46.6354,-82.9708,Africa,Alexandria,Egypt,1147,17.76,0.15,118.37,0.1218,1,100.61,100.61,12.26,East Africa,Alexandria Province,Complete,Women's Blazer,118.37,First Class
Debit,5,5,41.9,2072.29,Delivered,0,9,Toys & Games,Pretoria,South Africa,Susan,1283,Jackson,Corporate,Pretoria State,800 Cedar St,75597,90,Toys,-40.4032,169.2189,Africa,Lagos,Nigeria,1283,44.95,0.1,89.91,0.1036,5,404.59,404.59,41.9,South Africa,Lagos Province,Complete,RC Car,89.91,Standard Class
Transfer,5,5,151.63,3362.68,Processing,0,3,Apparel,Houston,United States,Barbara,1059,Wilson,Corporate,Houston State,507 Main St,60968,30,Fashion,-16.3032,60.9082,USCA,Calgary,Canada,1059,217.62,0.15,161.2,0.123,9,1233.18,1233.18,151.63,North America,Calgary Province,Complete,Winter Coat,161.2,Standard Class
Transfer,4,5,-1.19,6747.39,Processing,0,4,Sporting Goods,Antofagasta,Chile,Susan,1732,Flores,Consumer,Antofagasta State,23 Oak St,77917,40,Sports,-23.4157,94.7947,LATAM,Mexico City,Mexico,1732,28.18,0.2,35.22,-0.0106,4,112.7,112.7,-1.19,Central America,Mexico City Province,Complete,Yoga Mat,35.22,Standard Class
Debit,1,2,45.84,2489.65,Processing,0,6,Health & Beauty,Durban,South Africa,Richard,1433,Anderson,Corporate,Durban State,473 Oak St,28111,60,Health,-6.3431,68.0049,Africa,Kisumu,Kenya,1433,6.76,0.05,22.53,0.357,6,128.42,128.42,45.84,East Africa,Kisumu Province,Complete,Vitamin C 1000mg,22.53,First Class
Credit,6,5,279.42,3790.76,Shipped,0,1,Furniture,Cape Coast,Ghana,John,1404,White,Home Office,Cape Coast State,147 Pine St,74248,10,Office Supplies,-13.2974,-105.9351,Africa,Nairobi,Kenya,1404,1158.26,0.15,857.97,0.0426,9,6563.47,6563.47,279.42,South Africa,Nairobi Province,Complete,Conference Table,857.97,Standard Class
Credit,4,5,42.68,1165.97,Delivered,0,6,Health & Beauty,Monterrey,Mexico,Robert,1006,Green,Consumer,Monterrey State,897 Main St,59823,60,Health,-23.8634,46.1327,LATAM,Valparaíso,Chile,1006,7.6,0.05,21.72,0.2955,7,144.44,144.44,42.68,Central America,Valparaíso Province,Closed,Vitamin C 1000mg,21.72,Standard Class
Debit,1,2,376.62,6746.99,Processing,0,1,Furniture,Kumasi,Ghana,Ashley,1788,Williams,Corporate,Kumasi State,213 Pine St,32119,10,Office Supplies,-53.5282,40.1214,Africa,Ibadan,Nigeria,1788,467.38,0.1,584.22,0.0895,8,4206.38,4206.38,376.62,South Africa,Ibadan Province,Complete,Standing Desk,584.22,First Class
Credit,6,2,-10.26,1752.14,Shipped,1,3,Apparel,Daejeon,South Korea,John,1766,Miller,Corporate,Daejeon State,421 Pine St,91915,30,Fashion,6.998,58.3305,Pacific Asia,Beijing,China,1766,52.44,0.2,65.55,-0.0489,4,209.76,209.76,-10.26,Oceania,Beijing Province,Complete,Casual Sneakers,65.55,First Class
Credit,2,1,-52.15,1183.76,Shipped,0,5,Home & Kitchen,Cologne,Germany,Nancy,1432,Allen,Home Office,Cologne State,913 Pine St,76074,50,Home,54.5808,-27.654,Europe,Berlin,Germany,1432,72.68,0.3,80.76,-0.3075,3,169.6,169.6,-52.15,Western Europe,Berlin Province,Complete,Coffee Maker,80.76,Same Day
Transfer,5,5,99.72,5017.38,Delivered,0,9,Toys & Games,Daegu,South Korea,Sandra,1786,Torres,Consumer,Daegu State,276 Oak St,87728,90,Toys,47.4799,101.8397,Pacific Asia,Guangzhou,China,1786,0.0,0.0,63.2,0.263,6,379.2,379.2,99.72,East Asia,Guangzhou Province,Pending,LEGO City Set,63.2,Standard Class
Transfer,3,3,69.73,1613.27,Delivered,0,9,Toys & Games,Hamburg,Germany,James,1256,Miller,Home Office,Hamburg State,476 Pine St,17923,90,Toys,20.3186,56.6966,Europe,Frankfurt,Germany,1256,0.0,0.0,43.66,0.3194,5,218.3,218.3,69.73,Northern Europe,Frankfurt Province,Pending,Board Game Premium,43.66,Second Class
Transfer,4,3,221.55,4294.78,Delivered,0,3,Apparel,Nice,France,William,1124,Hill,Consumer,Nice State,122 Main St,27275,30,Fashion,-58.0682,98.5948,Europe,Cologne,Germany,1124,0.0,0.0,111.04,0.399,5,555.2,555.2,221.55,Southern Europe,Cologne Province,Complete,Women's Blazer,111.04,Second Class
Debit,8,5,342.05,2694.76,Delivered,1,4,Sporting Goods,Mendoza,Argentina,Linda,1345,Thomas,Consumer,Mendoza State,940 Oak St,46042,40,Sports,-23.6189,130.3641,LATAM,Barranquilla,Colombia,1345,0.0,0.0,129.84,0.2927,9,1168.56,1168.56,342.05,South America,Barranquilla Province,Complete,Dumbbells Set,129.84,Standard Class
Debit,1,2,-8.18,2807.4,Shipped,0,3,Apparel,Brasília,Brazil,Barbara,1001,Davis,Consumer,Brasília State,764 Main St,98696,30,Fashion,36.2868,15.4246,LATAM,Barranquilla,Colombia,1001,65.01,0.2,81.26,-0.0315,4,260.03,260.03,-8.18,Central America,Barranquilla Province,Complete,Men's Jacket,81.26,First Class
Credit,3,2,754.6,1838.26,Processing,0,2,Technology,New York,United States,Richard,1700,Adams,Home Office,New York State,350 Cedar St,14287,20,Electronics,-21.4433,85.9819,USCA,Vancouver,Canada,1700,342.21,0.05,1140.7,0.1161,6,6501.99,6501.99,754.6,North America,Vancouver Province,On Hold,Laptop 15in,1140.7,First Class
Credit,7,3,265.71,2551.52,Delivered,1,2,Technology,Chengdu,China,Charles,1134,Miller,Consumer,Chengdu State,682 Elm St,39392,20,Electronics,50.1457,-50.9612,Pacific Asia,Adelaide,Australia,1134,0.0,0.0,1162.07,0.2287,1,1162.07,1162.07,265.71,South Asia,Adelaide Province,Complete,Laptop 15in,1162.07,Second Class
Credit,3,2,107.23,728.13,Delivered,0,4,Sporting Goods,Fortaleza,Brazil,David,1739,Young,Consumer,Fortaleza State,199 Pine St,13835,40,Sports,-48.1987,117.5929,LATAM,Buenos Aires,Argentina,1739,27.96,0.05,139.82,0.2018,4,531.32,531.32,107.23,Central America,Buenos Aires Province,Complete,Fitness Tracker,139.82,First Class
Debit,6,5,-5.0,7778.0,Delivered,0,9,Toys & Games,Daegu,South Korea,Thomas,1023,Green,Home Office,Daegu State,65 Main St,17944,90,Toys,-7.6592,-54.6371,Pacific Asia,Daejeon,South Korea,1023,41.95,0.15,93.23,-0.021,3,237.74,237.74,-5.0,Oceania,Daejeon Province,Complete,Educational Tablet,93.23,Standard Class
Transfer,5,3,-49.67,3752.44,On Hold,1,8,Books,Giza,Egypt,Charles,1394,Taylor,Consumer,Giza State,870 Cedar St,33741,80,Media,-21.8081,-9.9345,Africa,Accra,Ghana,1394,69.19,0.25,39.54,-0.2393,7,207.58,207.58,-49.67,South Africa,Accra Province,Complete,Finance Fundamentals,39.54,Second Class
Debit,5,3,1.95,2309.39,Delivered,1,9,Toys & Games,Guangzhou,China,Matthew,1311,Jones,Corporate,Guangzhou State,82 Oak St,60209,90,Toys,-48.387,104.0253,Pacific Asia,Nagoya,Japan,1311,65.95,0.15,87.94,0.0052,5,373.75,373.75,1.95,East Asia,Nagoya Province,Complete,RC Car,87.94,Second Class
Debit,5,2,-12.25,5082.45,Delivered,1,4,Sporting Goods,New York,United States,Maria,1548,Young,Home Office,New York State,866 Elm St,96235,40,Sports,3.6883,42.15,USCA,Montreal,Canada,1548,239.7,0.2,119.85,-0.0128,10,958.8,958.8,-12.25,North America,Montreal Province,Complete,Dumbbells Set,119.85,First Class
